Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,FOV,LIVECounts,DEADCounts,TotalCells,Clumps.4ormorecells.,CellsPerClump,Notes
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,31,0,1,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,32,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,33,0,3,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,34,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,35,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,36,6,0,6,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,37,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,38,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,39,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,40,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,1,1,3,4,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,2,4,1,5,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,3,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,4,1,1,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,5,4,2,6,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,6,4,0,4,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,7,1,1,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,8,4,2,6,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,9,3,1,4,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,10,2,0,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,11,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,12,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,13,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,14,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,15,2,1,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,16,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,17,2,0,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,18,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,19,1,1,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,20,2,0,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,21,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,22,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,23,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,24,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,25,2,3,5,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,26,2,0,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,27,8,0,8,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,28,1,0,1,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,29,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,30,1,3,4,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,31,4,2,6,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,32,1,2,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,33,1,1,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,34,4,1,5,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,35,0,0,0,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,36,3,0,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,37,2,0,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,38,1,1,2,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,39,2,1,3,0,NA,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,40,2,0,2,0,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,1,5,4,9,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,2,3,2,5,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,3,7,0,7,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,4,3,2,5,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,5,4,1,5,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,6,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,7,3,0,3,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,8,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,9,0,1,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,10,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,11,1,1,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,12,0,2,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,13,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,14,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,15,3,0,3,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,16,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,17,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,18,0,2,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,19,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,20,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,21,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,22,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,23,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,24,3,0,3,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,25,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,26,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,27,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,28,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,29,0,0,0,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,30,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,31,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,32,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,33,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,34,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,35,3,0,3,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,36,1,0,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,37,3,0,3,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,38,2,0,2,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,39,0,1,1,NA,NA,
Konza4,Bu,Ambient,S9PI,20240509,11/7/2024,Lampman,10B_A,10B,A,40,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,1,3,1,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,2,24,0,24,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,3,20,2,22,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,4,12,3,15,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,5,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,6,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,7,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,8,7,0,7,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,9,1,2,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,10,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,11,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,12,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,13,6,2,8,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,14,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,15,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,16,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,17,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,18,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,19,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,20,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,21,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,22,1,5,6,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,23,9,3,12,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,24,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,25,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,26,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,27,4,0,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,28,8,0,8,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,29,4,0,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,30,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,31,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,32,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,33,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,34,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,35,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,36,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,37,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,38,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,39,4,0,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,40,5,0,5,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,1,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,2,18,0,18,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,3,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,4,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,5,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,6,1,1,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,7,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,8,3,1,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,9,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,10,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,11,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,12,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,13,4,0,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,14,0,3,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,15,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,16,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,17,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,18,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,19,5,0,5,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,20,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,21,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,22,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,23,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,24,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,25,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,26,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,27,3,0,3,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,28,0,1,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,29,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,30,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,31,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,32,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,33,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,34,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,35,2,0,2,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,36,1,0,1,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,37,4,0,4,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,38,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,39,0,0,0,NA,NA,
Konza4,Bu,FieldBlank,S9PI,20250329,3/31/2025,Lampman,FieldBlank3.A,FieldBlank3,A,40,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,1,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,2,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,3,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,4,4,0,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,5,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,6,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,7,3,0,3,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,8,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,9,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,10,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,11,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,12,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,13,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,14,4,0,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,15,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,16,1,3,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,17,4,0,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,18,9,1,10,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,19,9,3,12,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,20,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,21,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,22,4,0,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,23,1,0,1,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,24,2,0,2,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,25,8,0,8,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,26,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,27,0,0,0,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,28,1,3,4,NA,NA,
Konza4,Bu,LabBlank,S9PI,20250329,3/31/2025,Lampman,LabBlank4.A,"FieldBlank3.A, FieldBlank4.A",B,29,0,0,0,NA,NA,
