"SlideID","FOV","TotalSpores","Project","Sampler","SampleType","StainType","StainDate","DateCounted","Who","Magn.","Photos","Notes","SampleID","LB_Batch","SlideReps","Volume_L","Slide_RepVolume_L","Unit","Day","Sample_num","RepVolume_m3","TotalSpores_LB","TotalSpores_LB.filter","log1TotalSpores_LB","log1TotalSpores_LB.filter","TotalSpores_LBcorr","log_volume_offset_m3","TotalSpores_FBLB","TotalSpores_FBLBcorr","TotalSpores.filter","TotalSpores.m3","TotalSpores.filter_FBLBcorr","TotalSpores_FBLBcorr.m3","TotalSpores_Bcorr.m3","MeanPM2.5_ug.m3","MedianPM2.5_ug.m3","MaxPM2.5_ug.m3","MeanPM1.0ug.m3","MedianPM1.0_ug.m3","MaxPM1.0_ug.m3","MeanPM10_ug.m3","MedianPM10_ug.m3","MaxPM10_ug.m3","MeanTemp_C","MedianTemp_C","MaxTemp_C","MinTemp_C","MeanRH","MedianRH","MinRH","MaxRH","MeanMR","MedianMR","MaxMR","MinMR","p0.3um.dl","p0.5um.dl","p1.0um.dl","p2.5um.dl","p5.0um.dl","p10.0um.dl","p_lt1.0um.dl","p_lt2.5um.dl","p_lt5.0um.dl","p_lt10.0um.dl","AQI_PM2.5","SmokeLevel","MeanCO2_CO_mg.m3","Median_deltaCO2_CO_mg.m3","Mean_deltaCO2_mg.m3","Median_deltaCO_mg.m3","Mean_deltaCO2_ppm","Median_deltaCO2_ppm","Mean_deltaCO_ppm","Median_deltaCO_ppm","MeanMCE","MedianMCE","bcorr_TC_mg.m3","ALL_carbon_mg.m3","biomass_mg","biomass_g","biomass_kg","biomass_Mg","TC.Gas_C","spores.Mg","spores.kg","spores.mg"
"6A_B",11,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",12,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",13,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",14,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",15,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",16,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",17,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",18,3,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,2.85,-3.25904698955748,0.2125,2.7875,21675,564085.881587508,20139.6875,524129.798308393,507290.80849396,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,2338276743675.08,2338276743.67508,2338.27674367508
"6A_B",19,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",20,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",21,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",22,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",23,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",24,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",25,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
"6A_B",26,0,"Konza4","Button","Smoke","CW/KOH",20241119,NA,"LL","1000x",NA,NA,"6A","K4_C",2,76.85,38.425,"K20A",2,6,0.038425,0.15,1083.75,0.139761942375159,6.98910482467846,0,-3.25904698955748,0.2125,0,0,0,0,0,0,855.109140146043,622.0094316269,4933.4715801716,224.240157894737,268.355,411,713.54652631579,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,62691.9,20373.415,6626.335,579.665,111.335,59,89854.57,90332.835,90435.635,90538.435,"Hazardous","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,2.16950713753689e-07,0.0113426149577684,0,0,0
